1	1
0.999659	1
0.999317	1
0.998976	1
0.998634	1
0.998293	1
0.997952	1
0.99761	1
0.997269	1
0.996927	1
0.996586	1
0.996244	1
0.995903	1
0.995562	1
0.99522	1
0.994879	1
0.994537	1
0.994196	1
0.993855	1
0.993513	1
0.993172	1
0.99283	1
0.992489	1
0.992147	1
0.991806	1
0.991465	1
0.991123	1
0.990782	1
0.99044	1
0.990099	1
0.989758	1
0.989416	1
0.989075	1
0.988733	1
0.988392	1
0.988051	1
0.987709	1
0.987368	1
0.987026	1
0.986685	1
0.986343	1
0.986002	1
0.985661	1
0.985319	1
0.984978	1
0.984636	1
0.984295	1
0.983954	1
0.983612	1
0.983271	1
0.982929	1
0.982588	1
0.982247	1
0.981905	1
0.981564	1
0.981222	1
0.980881	1
0.980539	1
0.980198	1
0.979857	1
0.979515	1
0.979174	1
0.978832	1
0.978491	1
0.97815	1
0.977808	1
0.977467	1
0.977125	1
0.976784	1
0.976442	1
0.976101	1
0.97576	1
0.975418	1
0.975077	1
0.975077	0.990909
0.974735	0.990909
0.974394	0.990909
0.974053	0.990909
0.973711	0.990909
0.97337	0.990909
0.973028	0.990909
0.972687	0.990909
0.972346	0.990909
0.972004	0.990909
0.971663	0.990909
0.971321	0.990909
0.97098	0.990909
0.970638	0.990909
0.970297	0.990909
0.969956	0.990909
0.969614	0.990909
0.969273	0.990909
0.968931	0.990909
0.96859	0.990909
0.968249	0.990909
0.967907	0.990909
0.967566	0.990909
0.967224	0.990909
0.966883	0.990909
0.966541	0.990909
0.9662	0.990909
0.965859	0.990909
0.965517	0.990909
0.965176	0.990909
0.964834	0.990909
0.964493	0.990909
0.964152	0.990909
0.96381	0.990909
0.963469	0.990909
0.963127	0.990909
0.962786	0.990909
0.962445	0.990909
0.962445	0.981818
0.962103	0.981818
0.961762	0.981818
0.96142	0.981818
0.961079	0.981818
0.960737	0.981818
0.960396	0.981818
0.960055	0.981818
0.959713	0.981818
0.959372	0.981818
0.95903	0.981818
0.958689	0.981818
0.958348	0.981818
0.958006	0.981818
0.957665	0.981818
0.957323	0.981818
0.956982	0.981818
0.95664	0.981818
0.956299	0.981818
0.955958	0.981818
0.955616	0.981818
0.955275	0.981818
0.954933	0.981818
0.954592	0.981818
0.954251	0.981818
0.953909	0.981818
0.953568	0.981818
0.953226	0.981818
0.952885	0.981818
0.952544	0.981818
0.952202	0.981818
0.951861	0.981818
0.951519	0.981818
0.951178	0.981818
0.950836	0.981818
0.950495	0.981818
0.950154	0.981818
0.949812	0.981818
0.949471	0.981818
0.949129	0.981818
0.948788	0.981818
0.948447	0.981818
0.948105	0.981818
0.947764	0.981818
0.947422	0.981818
0.947081	0.981818
0.94674	0.981818
0.946398	0.981818
0.946057	0.981818
0.945715	0.981818
0.945374	0.981818
0.945032	0.981818
0.944691	0.981818
0.94435	0.981818
0.944008	0.981818
0.943667	0.981818
0.943325	0.981818
0.942984	0.981818
0.942643	0.981818
0.942301	0.981818
0.94196	0.981818
0.941618	0.981818
0.941277	0.981818
0.940935	0.981818
0.940594	0.981818
0.940253	0.981818
0.939911	0.981818
0.93957	0.981818
0.939228	0.981818
